"dv","task_group","var","task","retest_reliability","type","days","sample_size","reference","overall_difference","raw_fit","rt_acc","ddm_task","mturk","clinical","total_trial_numbers","condition_trial_numbers","mean_icc2.1","mean_icc3.k","mean_pearson"
"digit_span.forward_span","Digit Span","forward span","task",0.67,"Pearson",14,27,"Williams et al. (2000)","condition","raw","",0,0,"",NA,NA,0.484015408365114,0.653623403637695,0.492481622404127
"digit_span.forward_span","Digit Span","forward span","task",0.76,"Pearson",7,45,"Sternberg et al. (2002)","condition","raw","",0,0,"",NA,NA,0.484015408365114,0.653623403637695,0.492481622404127
"digit_span.forward_span","Digit Span","forward span","task",0.85,"Pearson",1,22,"Gray (2003)","condition","raw","",0,0,"",16,NA,0.484015408365114,0.653623403637695,0.492481622404127
"digit_span.forward_span","Digit Span","forward span","task",0.87,"Pearson",7,22,"Gray (2003)","condition","raw","",0,0,"",16,NA,0.484015408365114,0.653623403637695,0.492481622404127
"digit_span.forward_span","Digit Span","forward span","task",0.48,"Pearson",1,22,"Gray (2003)","condition","raw","",0,0,"",16,NA,0.484015408365114,0.653623403637695,0.492481622404127
"digit_span.forward_span","Digit Span","forward span","task",0.57,"Pearson",7,22,"Gray (2003)","condition","raw","",0,0,"",16,NA,0.484015408365114,0.653623403637695,0.492481622404127
"digit_span.forward_span","Digit Span","forward span","task",0.81,"Pearson",14,663,"Alloway et al. (2004)","condition","raw","",0,0,"",NA,NA,0.484015408365114,0.653623403637695,0.492481622404127
"digit_span.forward_span","Digit Span","forward span","task",0.5,"Pearson",28,21,"Williams et al. (2005)","condition","raw","",0,0,"",16,NA,0.484015408365114,0.653623403637695,0.492481622404127
"digit_span.forward_span","Digit Span","forward span","task",0.71,"Spearman",510,59,"Tröster, Woods and Morgan (2007)","condition","raw","",0,0,"",NA,NA,0.484015408365114,0.653623403637695,0.492481622404127
"digit_span.forward_span","Digit Span","forward span","task",0.84,"Pearson",28,105,"Alloway, Gathercole and Pickering (2006)","condition","raw","",0,0,"",NA,NA,0.484015408365114,0.653623403637695,0.492481622404127
"digit_span.forward_span","Digit Span","forward span","task",0.27,"Pearson",360,473,"Slade et al. (2008)","condition","raw","",0,0,"",NA,NA,0.484015408365114,0.653623403637695,0.492481622404127
"digit_span.forward_span","Digit Span","forward span","task",0.32,"Pearson",360,457,"Slade et al. (2008)","condition","raw","",0,0,"",NA,NA,0.484015408365114,0.653623403637695,0.492481622404127
"digit_span.forward_span","Digit Span","forward span","task",0.42,"Pearson",360,437,"Slade et al. (2008)","condition","raw","",0,0,"",NA,NA,0.484015408365114,0.653623403637695,0.492481622404127
"digit_span.forward_span","Digit Span","forward span","task",0.54,"Pearson",360,417,"Slade et al. (2008)","condition","raw","",0,0,"",NA,NA,0.484015408365114,0.653623403637695,0.492481622404127
"digit_span.reverse_span","Digit Span","reverse span","task",0.67,"Pearson",90,145,"Baddeley, Gardner and Grantham-McGregor (1995)","condition","raw","",0,0,"",NA,NA,0.438815850507272,0.606232456185819,0.4407368063032
"digit_span.reverse_span","Digit Span","reverse span","task",0.55,"Pearson",14,25,"Williams et al. (2000)","condition","raw","",0,0,"",NA,NA,0.438815850507272,0.606232456185819,0.4407368063032
"digit_span.reverse_span","Digit Span","reverse span","task",0.78,"Pearson",14,27,"Williams et al. (2000)","condition","raw","",0,0,"",NA,NA,0.438815850507272,0.606232456185819,0.4407368063032
"digit_span.reverse_span","Digit Span","reverse span","task",0.53,"Pearson",14,663,"Alloway et al. (2004)","condition","raw","",0,0,"",NA,NA,0.438815850507272,0.606232456185819,0.4407368063032
"digit_span.reverse_span","Digit Span","reverse span","task",0.6,"Pearson",28,21,"Williams et al. (2005)","condition","raw","",0,0,"",16,NA,0.438815850507272,0.606232456185819,0.4407368063032
"digit_span.reverse_span","Digit Span","reverse span","task",0.67,"Spearman",510,59,"Tröster, Woods and Morgan (2007)","condition","raw","",0,0,"",NA,NA,0.438815850507272,0.606232456185819,0.4407368063032
"digit_span.reverse_span","Digit Span","reverse span","task",0.64,"Pearson",28,105,"Alloway, Gathercole and Pickering (2006)","condition","raw","",0,0,"",NA,NA,0.438815850507272,0.606232456185819,0.4407368063032
"digit_span.reverse_span","Digit Span","reverse span","task",0.37,"Pearson",540,211,"Ven et al. (2013)","condition","raw","",0,0,"",NA,NA,0.438815850507272,0.606232456185819,0.4407368063032
"dospert_rp_survey.ethical","DOSPOERT RP","ethical","survey",0.67,"Pearson",30,121,"Weber, Blais and Betz (2002)","condition","fit","",0,0,"",6,NA,0.627669707865912,0.770190515096487,0.629948844859213
"dospert_rp_survey.financial","DOSPOERT RP","financial","survey",0.42,"Pearson",30,121,"Weber, Blais and Betz (2002)","condition","fit","",0,0,"",6,NA,0.581845341948175,0.735207755036402,0.584388740216366
"dospert_rp_survey.health_safety","DOSPOERT RP","health safety","survey",0.62,"Pearson",30,121,"Weber, Blais and Betz (2002)","condition","fit","",0,0,"",6,NA,0.720736109137685,0.836542464403493,0.721586061109436
"dospert_rp_survey.recreational","DOSPOERT RP","recreational","survey",0.56,"Pearson",30,121,"Weber, Blais and Betz (2002)","condition","fit","",0,0,"",6,NA,0.704691011661932,0.830517296492933,0.714745318197485
"dospert_rp_survey.social","DOSPOERT RP","social","survey",0.47,"Pearson",30,121,"Weber, Blais and Betz (2002)","condition","fit","",0,0,"",6,NA,0.539814877567663,0.698604782303809,0.543871982125829
"dospert_rt_survey.ethical","DOSPERT RT","ethical","survey",0.72,"Pearson",30,121,"Weber, Blais and Betz (2002)","condition","fit","",0,0,"",6,NA,0.576136612754604,0.730534785563332,0.583848143219003
"dospert_rt_survey.ethical","DOSPERT RT","ethical","survey",0.6,"Pearson",28,155,"Du, Li and Du (2014)","condition","fit","",0,0,"",6,NA,0.576136612754604,0.730534785563332,0.583848143219003
"dospert_rt_survey.financial","DOSPERT RT","financial","survey",0.44,"Pearson",30,121,"Weber, Blais and Betz (2002)","condition","fit","",0,0,"",6,NA,0.626685154959284,0.768856605972235,0.631051699052512
"dospert_rt_survey.health_safety","DOSPERT RT","health safety","survey",0.75,"Pearson",30,121,"Weber, Blais and Betz (2002)","condition","fit","",0,0,"",6,NA,0.663811585429717,0.795543468120477,0.665210790720638
"dospert_rt_survey.health_safety","DOSPERT RT","health safety","survey",0.7,"Pearson",28,155,"Du, Li and Du (2014)","condition","fit","",0,0,"",6,NA,0.663811585429717,0.795543468120477,0.665210790720638
"dospert_rt_survey.recreational","DOSPERT RT","recreational","survey",0.8,"Pearson",30,121,"Weber, Blais and Betz (2002)","condition","fit","",0,0,"",6,NA,0.761814998384008,0.864318831360549,0.763679207161185
"dospert_rt_survey.recreational","DOSPERT RT","recreational","survey",0.81,"Pearson",28,155,"Du, Li and Du (2014)","condition","fit","",0,0,"",6,NA,0.761814998384008,0.864318831360549,0.763679207161185
"dospert_rt_survey.social","DOSPERT RT","social","survey",0.58,"Pearson",30,121,"Weber, Blais and Betz (2002)","condition","fit","",0,0,"",6,NA,0.68938123392179,0.816275594581631,0.693041385864544
"dospert_rt_survey.social","DOSPERT RT","social","survey",0.7,"Pearson",28,155,"Du, Li and Du (2014)","condition","fit","",0,0,"",6,NA,0.68938123392179,0.816275594581631,0.693041385864544
"dot_pattern_expectancy.AX_errors","Dot Pattern Expectancy","AX errors","task",0.71,"ICC",23,38,"Jones, Sponheim and McDonald (2010)","condition","raw","",1,0,"",160,NA,0.275951607044544,0.429533793204245,0.290747657675424
"dot_pattern_expectancy.AX_errors","Dot Pattern Expectancy","AX errors","task",0.74,"ICC",23,38,"Jones, Sponheim and McDonald (2010)","condition","raw","",1,0,"",160,NA,0.275951607044544,0.429533793204245,0.290747657675424
"dot_pattern_expectancy.AX_rt","Dot Pattern Expectancy","AX rt","task",0.66,"ICC",23,38,"Jones, Sponheim and McDonald (2010)","condition","raw","rt",1,0,"",160,NA,0.505624407942469,0.669548106363107,0.516360508041052
"dot_pattern_expectancy.AX_rt","Dot Pattern Expectancy","AX rt","task",0.66,"ICC",23,38,"Jones, Sponheim and McDonald (2010)","condition","raw","rt",1,0,"",160,NA,0.505624407942469,0.669548106363107,0.516360508041052
"dot_pattern_expectancy.AY_errors","Dot Pattern Expectancy","AY errors","task",0.39,"ICC",23,38,"Jones, Sponheim and McDonald (2010)","condition","raw","",1,0,"",160,NA,0.351726647779931,0.515378895843389,0.358183671080488
"dot_pattern_expectancy.AY_errors","Dot Pattern Expectancy","AY errors","task",0.27,"ICC",23,38,"Jones, Sponheim and McDonald (2010)","condition","raw","",1,0,"",160,NA,0.351726647779931,0.515378895843389,0.358183671080488
"dot_pattern_expectancy.AY_rt","Dot Pattern Expectancy","AY rt","task",0.63,"ICC",23,38,"Jones, Sponheim and McDonald (2010)","condition","raw","rt",1,0,"",160,NA,0.505197413175533,0.669310652849823,0.510057120216429
"dot_pattern_expectancy.AY_rt","Dot Pattern Expectancy","AY rt","task",0.56,"ICC",23,38,"Jones, Sponheim and McDonald (2010)","condition","raw","rt",1,0,"",160,NA,0.505197413175533,0.669310652849823,0.510057120216429
"dot_pattern_expectancy.BX_errors","Dot Pattern Expectancy","BX errors","task",0.28,"ICC",23,38,"Jones, Sponheim and McDonald (2010)","condition","raw","",1,0,"",160,NA,0.0952573009700222,0.165120996958807,0.0984673586844634
"dot_pattern_expectancy.BX_errors","Dot Pattern Expectancy","BX errors","task",0.42,"ICC",23,38,"Jones, Sponheim and McDonald (2010)","condition","raw","",1,0,"",160,NA,0.0952573009700222,0.165120996958807,0.0984673586844634
"dot_pattern_expectancy.BX_rt","Dot Pattern Expectancy","BX rt","task",0.34,"ICC",23,38,"Jones, Sponheim and McDonald (2010)","condition","raw","rt",1,0,"",160,NA,0.383543622479423,0.550621450538627,0.387215103436288
"dot_pattern_expectancy.BX_rt","Dot Pattern Expectancy","BX rt","task",0.34,"ICC",23,38,"Jones, Sponheim and McDonald (2010)","condition","raw","rt",1,0,"",160,NA,0.383543622479423,0.550621450538627,0.387215103436288
"dot_pattern_expectancy.BY_errors","Dot Pattern Expectancy","BY errors","task",-0.06,"ICC",23,38,"Jones, Sponheim and McDonald (2010)","condition","raw","",1,0,"",160,NA,-0.00786431813243733,-0.0211572367160837,-0.00774640096065893
"dot_pattern_expectancy.BY_errors","Dot Pattern Expectancy","BY errors","task",-0.06,"ICC",23,38,"Jones, Sponheim and McDonald (2010)","condition","raw","",1,0,"",160,NA,-0.00786431813243733,-0.0211572367160837,-0.00774640096065893
"dot_pattern_expectancy.BY_rt","Dot Pattern Expectancy","BY rt","task",0.54,"ICC",23,38,"Jones, Sponheim and McDonald (2010)","condition","raw","rt",1,0,"",160,NA,0.276589368434803,0.427006463640642,0.279056660046685
"dot_pattern_expectancy.BY_rt","Dot Pattern Expectancy","BY rt","task",0.54,"ICC",23,38,"Jones, Sponheim and McDonald (2010)","condition","raw","rt",1,0,"",160,NA,0.276589368434803,0.427006463640642,0.279056660046685
"dot_pattern_expectancy.dprime","Dot Pattern Expectancy","dprime","task",0.8,"ICC",23,38,"Jones, Sponheim and McDonald (2010)","difference","raw","",1,0,"",160,NA,0.273328518872869,0.425752354811698,0.276948080135683
"dot_pattern_expectancy.dprime","Dot Pattern Expectancy","dprime","task",0.77,"ICC",23,38,"Jones, Sponheim and McDonald (2010)","difference","raw","",1,0,"",160,NA,0.273328518872869,0.425752354811698,0.276948080135683
"dot_pattern_expectancy.dprime","Dot Pattern Expectancy","dprime","task",0.73,"Pearson",7,86,"Strauss et al. (2013)","difference","raw","",1,0,"schizophrenic",144,NA,0.273328518872869,0.425752354811698,0.276948080135683
"dot_pattern_expectancy.dprime","Dot Pattern Expectancy","dprime","task",0.78,"Pearson",14,86,"Strauss et al. (2013)","difference","raw","",1,0,"schizophrenic",144,NA,0.273328518872869,0.425752354811698,0.276948080135683
"eating_survey.total","Eating ","total","survey",0.87,"Pearson",14,126,"Mostafavi et al. (2017)","overall","raw","",0,0,"",18,NA,0.614468168096876,0.758977746848952,0.617988768070118
"erq_survey.reappraisal","ERQ","reappraisal","survey",0.69,"Pearson",90,791,"Gross and John (2003)","condition","fit","",0,0,"",6,NA,0.686539406925828,0.815900005508239,0.692481098796254
"erq_survey.reappraisal","ERQ","reappraisal","survey",0.67,"Pearson",60,182,"Balzarotti, John and Gross (2010)","condition","fit","",0,0,"",6,NA,0.686539406925828,0.815900005508239,0.692481098796254
"erq_survey.reappraisal","ERQ","reappraisal","survey",0.37,"ICC",360,692,"Gullone and Taffe (2012)","condition","fit","",0,0,"",6,NA,0.686539406925828,0.815900005508239,0.692481098796254
"erq_survey.reappraisal","ERQ","reappraisal","survey",0.47,"ICC",360,692,"Gullone and Taffe (2012)","condition","fit","",0,0,"",6,NA,0.686539406925828,0.815900005508239,0.692481098796254
"erq_survey.reappraisal","ERQ","reappraisal","survey",0.64,"Pearson",90,115,"Cabello et al. (2013)","condition","fit","",0,0,"",6,NA,0.686539406925828,0.815900005508239,0.692481098796254
"erq_survey.reappraisal","ERQ","reappraisal","survey",0.74,"Pearson",21,90,"Eldeleklioglu and Eroglu (2015)","condition","fit","",0,0,"",6,NA,0.686539406925828,0.815900005508239,0.692481098796254
"erq_survey.reappraisal","ERQ","reappraisal","survey",0.77,"Pearson",35,150,"Hasani (2017)","condition","fit","",0,0,"",6,NA,0.686539406925828,0.815900005508239,0.692481098796254
"erq_survey.suppression","ERQ","suppression","survey",0.69,"Pearson",90,791,"Gross and John (2003)","condition","fit","",0,0,"",4,NA,0.726333481957173,0.840711645034477,0.727696772641087
"erq_survey.suppression","ERQ","suppression","survey",0.71,"Pearson",60,182,"Balzarotti, John and Gross (2010)","condition","fit","",0,0,"",4,NA,0.726333481957173,0.840711645034477,0.727696772641087
"erq_survey.suppression","ERQ","suppression","survey",0.4,"ICC",360,692,"Gullone and Taffe (2012)","condition","fit","",0,0,"",4,NA,0.726333481957173,0.840711645034477,0.727696772641087
"erq_survey.suppression","ERQ","suppression","survey",0.63,"ICC",360,692,"Gullone and Taffe (2012)","condition","fit","",0,0,"",4,NA,0.726333481957173,0.840711645034477,0.727696772641087
"erq_survey.suppression","ERQ","suppression","survey",0.66,"Pearson",90,115,"Cabello et al. (2013)","condition","fit","",0,0,"",4,NA,0.726333481957173,0.840711645034477,0.727696772641087
"erq_survey.suppression","ERQ","suppression","survey",0.72,"Pearson",21,90,"Eldeleklioglu and Eroglu (2015)","condition","fit","",0,0,"",4,NA,0.726333481957173,0.840711645034477,0.727696772641087
"erq_survey.suppression","ERQ","suppression","survey",0.68,"Pearson",35,150,"Hasani (2017)","condition","fit","",0,0,"",4,NA,0.726333481957173,0.840711645034477,0.727696772641087
"five_facet_mindfulness_survey.act_with_awareness","Five Facet Mindfulness ","act with awareness","survey",0.657,"ICC",14,30,"Isenberg (2009)","condition","fit","",0,0,"fibromyalgia",8,NA,0.747767935390238,0.856144616077653,0.750848193086925
"five_facet_mindfulness_survey.act_with_awareness","Five Facet Mindfulness ","act with awareness","survey",0.436,"Pearson",30,81,"Deng, Rodriguez and Xia (2011)","condition","fit","",0,0,"",8,NA,0.747767935390238,0.856144616077653,0.750848193086925
"five_facet_mindfulness_survey.act_with_awareness","Five Facet Mindfulness ","act with awareness","survey",0.72,"Pearson",56,21,"Heeren et al. (2011)","condition","fit","",0,0,"",8,NA,0.747767935390238,0.856144616077653,0.750848193086925
"five_facet_mindfulness_survey.act_with_awareness","Five Facet Mindfulness ","act with awareness","survey",0.79,"Pearson",600,41,"Petrocchi and Ottaviani (2016)","condition","fit","",0,0,"",8,NA,0.747767935390238,0.856144616077653,0.750848193086925
"five_facet_mindfulness_survey.describe","Five Facet Mindfulness ","describe","survey",0.82,"ICC",14,30,"Isenberg (2009)","condition","fit","",0,0,"fibromyalgia",8,NA,0.745687669789003,0.854474161589114,0.748256639186696
"five_facet_mindfulness_survey.describe","Five Facet Mindfulness ","describe","survey",0.699,"Pearson",30,81,"Deng, Rodriguez and Xia (2011)","condition","fit","",0,0,"",8,NA,0.745687669789003,0.854474161589114,0.748256639186696
"five_facet_mindfulness_survey.describe","Five Facet Mindfulness ","describe","survey",0.73,"Pearson",56,21,"Heeren et al. (2011)","condition","fit","",0,0,"",8,NA,0.745687669789003,0.854474161589114,0.748256639186696
"five_facet_mindfulness_survey.describe","Five Facet Mindfulness ","describe","survey",0.66,"Pearson",600,41,"Petrocchi and Ottaviani (2016)","condition","fit","",0,0,"",8,NA,0.745687669789003,0.854474161589114,0.748256639186696
"five_facet_mindfulness_survey.nonjudge","Five Facet Mindfulness ","nonjudge","survey",0.757,"ICC",14,30,"Isenberg (2009)","condition","fit","",0,0,"fibromyalgia",8,NA,0.698674758274698,0.821408873524195,0.699605145721256
"five_facet_mindfulness_survey.nonjudge","Five Facet Mindfulness ","nonjudge","survey",0.611,"Pearson",30,81,"Deng, Rodriguez and Xia (2011)","condition","fit","",0,0,"",8,NA,0.698674758274698,0.821408873524195,0.699605145721256
"five_facet_mindfulness_survey.nonjudge","Five Facet Mindfulness ","nonjudge","survey",0.41,"Pearson",56,21,"Heeren et al. (2011)","condition","fit","",0,0,"",8,NA,0.698674758274698,0.821408873524195,0.699605145721256
"five_facet_mindfulness_survey.nonjudge","Five Facet Mindfulness ","nonjudge","survey",0.58,"Pearson",600,41,"Petrocchi and Ottaviani (2016)","condition","fit","",0,0,"",8,NA,0.698674758274698,0.821408873524195,0.699605145721256
"five_facet_mindfulness_survey.nonreact","Five Facet Mindfulness ","nonreact","survey",0.776,"ICC",14,30,"Isenberg (2009)","condition","fit","",0,0,"fibromyalgia",7,NA,0.677953819344761,0.809089923948447,0.686541885911835
"five_facet_mindfulness_survey.nonreact","Five Facet Mindfulness ","nonreact","survey",0.512,"Pearson",30,81,"Deng, Rodriguez and Xia (2011)","condition","fit","",0,0,"",7,NA,0.677953819344761,0.809089923948447,0.686541885911835
"five_facet_mindfulness_survey.nonreact","Five Facet Mindfulness ","nonreact","survey",0.64,"Pearson",56,21,"Heeren et al. (2011)","condition","fit","",0,0,"",7,NA,0.677953819344761,0.809089923948447,0.686541885911835
"five_facet_mindfulness_survey.nonreact","Five Facet Mindfulness ","nonreact","survey",0.59,"Pearson",600,41,"Petrocchi and Ottaviani (2016)","condition","fit","",0,0,"",7,NA,0.677953819344761,0.809089923948447,0.686541885911835
"five_facet_mindfulness_survey.observe","Five Facet Mindfulness ","observe","survey",0.863,"ICC",14,30,"Isenberg (2009)","condition","fit","",0,0,"fibromyalgia",8,NA,0.648908068250991,0.785681523291672,0.650388725242605
"five_facet_mindfulness_survey.observe","Five Facet Mindfulness ","observe","survey",0.741,"Pearson",30,81,"Deng, Rodriguez and Xia (2011)","condition","fit","",0,0,"",8,NA,0.648908068250991,0.785681523291672,0.650388725242605
"five_facet_mindfulness_survey.observe","Five Facet Mindfulness ","observe","survey",0.71,"Pearson",56,21,"Heeren et al. (2011)","condition","fit","",0,0,"",8,NA,0.648908068250991,0.785681523291672,0.650388725242605
"five_facet_mindfulness_survey.observe","Five Facet Mindfulness ","observe","survey",0.19,"Pearson",600,41,"Petrocchi and Ottaviani (2016)","condition","fit","",0,0,"",8,NA,0.648908068250991,0.785681523291672,0.650388725242605
"five_facet_mindfulness_survey.total","Five Facet Mindfulness ","total","survey",0.798,"ICC",14,30,"Isenberg (2009)","overall","raw","",0,0,"fibromyalgia",39,NA,0.807102648270939,0.89431609410637,0.811938714646991
"five_facet_mindfulness_survey.total","Five Facet Mindfulness ","total","survey",0.64,"Pearson",56,21,"Heeren et al. (2011)","overall","raw","",0,0,"",39,NA,0.807102648270939,0.89431609410637,0.811938714646991
"future_time_perspective_survey.future_time_perspective","Future Time Perspective ","future time perspective","survey",0.76,"Pearson",360,765,"Kooij, Bal and Kanfer (2014)","overall","raw","",0,0,"",10,NA,0.581629369577329,0.73228534330619,0.582770510150304
"go_nogo.commission_errors","Go/No-go","commission errors","task",0.64,"Pearson",30,109,"Kertzman et al. (2001)","condition","raw","accuracy",0,0,"",466,NA,0.447927124073979,0.617777924023341,0.452506324932604
"go_nogo.commission_errors","Go/No-go","commission errors","task",0.65,"Pearson",9,123,"Weafer et al. (2013)","condition","raw","accuracy",0,0,"",NA,NA,0.447927124073979,0.617777924023341,0.452506324932604
"go_nogo.commission_errors","Go/No-go","commission errors","task",0.62,"Pearson",7,66,"Bender et al. (2016)","condition","raw","accuracy",0,0,"",144,NA,0.447927124073979,0.617777924023341,0.452506324932604
"go_nogo.commission_errors","Go/No-go","commission errors","task",0.76,"ICC",21,47,"Hedge, Powell and Sumner (2017)","condition","raw","accuracy",0,0,"",600,NA,0.447927124073979,0.617777924023341,0.452506324932604
"go_nogo.commission_errors","Go/No-go","commission errors","task",0.76,"ICC",21,57,"Hedge, Powell and Sumner (2017)","condition","raw","accuracy",0,0,"",600,NA,0.447927124073979,0.617777924023341,0.452506324932604
"go_nogo.commission_errors","Go/No-go","commission errors","task",0.252,"ICC",1,96,"Jones et al. (2016)","condition","raw","accuracy",0,0,"",NA,NA,0.447927124073979,0.617777924023341,0.452506324932604
"go_nogo.commission_errors","Go/No-go","commission errors","task",0.548,"ICC",1,96,"Jones et al. (2016)","condition","raw","accuracy",0,0,"",NA,NA,0.447927124073979,0.617777924023341,0.452506324932604
"go_nogo.go_rt","Go/No-go","go rt","task",0.88,"Pearson",30,109,"Kertzman et al. (2001)","overall","raw","rt",0,0,"",466,NA,0.52242330321208,0.684296284408022,0.525685058754622
"go_nogo.go_rt","Go/No-go","go rt","task",0.836,"ICC",1,96,"Jones et al. (2016)","condition","raw","rt",0,0,"",NA,NA,0.52242330321208,0.684296284408022,0.525685058754622
"go_nogo.go_rt","Go/No-go","go rt","task",0.847,"ICC",1,96,"Jones et al. (2016)","condition","raw","rt",0,0,"",NA,NA,0.52242330321208,0.684296284408022,0.525685058754622
"go_nogo.go_rt","Go/No-go","go rt","task",0.74,"ICC",21,47,"Hedge, Powell and Sumner (2017)","condition","raw","rt",0,0,"",600,NA,0.52242330321208,0.684296284408022,0.525685058754622
"go_nogo.go_rt","Go/No-go","go rt","task",0.63,"ICC",21,57,"Hedge, Powell and Sumner (2017)","condition","raw","rt",0,0,"",600,NA,0.52242330321208,0.684296284408022,0.525685058754622
"go_nogo.omission_errors","Go/No-go","omission errors","task",0.69,"ICC",21,47,"Hedge, Powell and Sumner (2017)","condition","raw","accuracy",0,0,"",600,NA,0.225982124117537,0.362009138955698,0.26122684394317
"go_nogo.omission_errors","Go/No-go","omission errors","task",0.42,"ICC",21,57,"Hedge, Powell and Sumner (2017)","condition","raw","accuracy",0,0,"",600,NA,0.225982124117537,0.362009138955698,0.26122684394317
"grit_scale_survey.grit","Grit Scale ","grit","survey",0.68,"Pearson",360,279,"Duckworth and Quinn (2009)","overall","raw","",0,0,"",8,NA,0.738449287865582,0.84875448452414,0.739201131084875
"grit_scale_survey.grit","Grit Scale ","grit","survey",0.61,"Pearson",90,121,"Hill, Borrow and Bronk (2014)","overall","raw","",0,0,"",8,NA,0.738449287865582,0.84875448452414,0.739201131084875
"grit_scale_survey.grit","Grit Scale ","grit","survey",0.78,"Pearson",28,138,"Li et al. (2016)","overall","raw","",0,0,"",8,NA,0.738449287865582,0.84875448452414,0.739201131084875
"holt_laury_survey.risk_aversion","Holt Laury ","risk aversion","task",0.32,"Spearman",37,29,"Chung et al. (2017)","overall","fit","",0,0,"",10,NA,0.00985265990301931,-0.00157925895796809,0.00965659571690597
"holt_laury_survey.risk_aversion","Holt Laury ","risk aversion","task",0.68,"Spearman",37,31,"Chung et al. (2017)","overall","fit","",0,0,"",10,NA,0.00985265990301931,-0.00157925895796809,0.00965659571690597
"holt_laury_survey.risk_aversion","Holt Laury ","risk aversion","task",0.41,"Spearman",37,47,"Chung et al. (2017)","overall","fit","",0,0,"depressed",10,NA,0.00985265990301931,-0.00157925895796809,0.00965659571690597
"holt_laury_survey.risk_aversion","Holt Laury ","risk aversion","task",0.65,"Spearman",37,65,"Chung et al. (2017)","overall","fit","",0,0,"",10,NA,0.00985265990301931,-0.00157925895796809,0.00965659571690597
"holt_laury_survey.risk_aversion","Holt Laury ","risk aversion","task",0.46,"Pearson",100,97,"Andersen et al. (2008)","overall","fit","",0,0,"",10,NA,0.00985265990301931,-0.00157925895796809,0.00965659571690597
"holt_laury_survey.risk_aversion","Holt Laury ","risk aversion","task",0.58,"Pearson",100,97,"Andersen et al. (2008)","overall","fit","",0,0,"",10,NA,0.00985265990301931,-0.00157925895796809,0.00965659571690597
"holt_laury_survey.risk_aversion","Holt Laury ","risk aversion","task",0.34,"Pearson",100,97,"Andersen et al. (2008)","overall","fit","",0,0,"",10,NA,0.00985265990301931,-0.00157925895796809,0.00965659571690597
"holt_laury_survey.risk_aversion","Holt Laury ","risk aversion","task",0.43,"Pearson",100,97,"Andersen et al. (2008)","overall","fit","",0,0,"",10,NA,0.00985265990301931,-0.00157925895796809,0.00965659571690597
"holt_laury_survey.risk_aversion","Holt Laury ","risk aversion","task",0.77,"Spearman",49,53,"Wölbert and Riedl (2013)","overall","fit","",0,0,"",10,NA,0.00985265990301931,-0.00157925895796809,0.00965659571690597
"holt_laury_survey.risky_choices","Holt Laury ","risky choices","task",0.258,"Spearman",360,44,"Lönnqvist et al. (2015)","overall","raw","",0,0,"",10,NA,0.328902572738258,0.490395342076971,0.329795634383907
"holt_laury_survey.risky_choices","Holt Laury ","risky choices","task",0.36,"Spearman",37,29,"Chung et al. (2017)","overall","raw","",0,0,"",10,NA,0.328902572738258,0.490395342076971,0.329795634383907
"holt_laury_survey.risky_choices","Holt Laury ","risky choices","task",0.62,"Spearman",37,31,"Chung et al. (2017)","overall","raw","",0,0,"",10,NA,0.328902572738258,0.490395342076971,0.329795634383907
"holt_laury_survey.risky_choices","Holt Laury ","risky choices","task",0.23,"Spearman",37,47,"Chung et al. (2017)","overall","raw","",0,0,"depressed",10,NA,0.328902572738258,0.490395342076971,0.329795634383907
"holt_laury_survey.risky_choices","Holt Laury ","risky choices","task",0.51,"Spearman",37,65,"Chung et al. (2017)","overall","raw","",0,0,"",10,NA,0.328902572738258,0.490395342076971,0.329795634383907
"impulsive_venture_survey.impulsiveness","Impulsive Venture ","impulsiveness","survey",0.76,"Pearson",30,132,"Luengo et al. (1991)","condition","fit","",0,0,"",19,NA,0.626835560743775,0.770111695177932,0.633116430210875
"impulsive_venture_survey.venturesomeness","Impulsive Venture ","venturesomeness","survey",0.8,"Pearson",30,132,"Luengo et al. (1991)","condition","fit","",0,0,"",15,NA,0.721217018424561,0.837668256438415,0.723161907140731
"information_sampling_task.Decreasing_Win_boxes_opened","Information Sampling ","Decreasing Win boxes opened","task",0.53,"ICC",360,312,"Grummitt et al.","condition","raw","",0,0,"",NA,NA,0.382364314860281,0.552280759123045,0.389466188655602
"information_sampling_task.Decreasing_Win_motivation","Information Sampling ","Decreasing Win motivation","task",0.02,"ICC",360,312,"Grummitt et al.","condition","raw","rt",0,0,"",NA,NA,0.528187505134948,0.707179452635252,0.553980609762921
"information_sampling_task.Fixed_Win_boxes_opened","Information Sampling ","Fixed Win boxes opened","task",0.16,"ICC",360,312,"Grummitt et al.","condition","raw","",0,0,"",NA,NA,0.457231434798406,0.62559506413949,0.460431227787788
"information_sampling_task.Fixed_Win_motivation","Information Sampling ","Fixed Win motivation","task",0.55,"ICC",360,312,"Grummitt et al.","condition","raw","rt",0,0,"",NA,NA,0.611112157568874,0.757665357073016,0.6149623964037
"keep_track.score","Keep Track","score","task",0.36,"Pearson",540,211,"Ven et al. (2013)","overall","raw","",0,0,"",8,NA,0.246262486758649,0.389621146007621,0.248950969284116
"kirby.exp_discount_rate","Kirby","exp discount rate","task",0.68,"Spearman",49,53,"Wölbert and Riedl (2013)","overall","fit","",0,0,"",27,NA,0.716668151900203,0.833979955191952,0.719189613873038
